-0.062139	0.365617	-0.046879
1.199028	3.526678	2.683026
0.801704	-0.112437	-1.146691
1.053305	-1.556594	0.552999
-0.748877	1.915102	-1.076458
-0.936326	0.609846	1.030640
-1.269087	-0.647912	0.327530
0.497981	2.617335	0.652125
2.789081	0.550950	-0.278861
0.727572	0.294204	0.245192
-0.773064	-0.777844	1.472513
0.836634	-1.064930	-2.275102
-1.128330	-1.768414	-1.633291
-1.424470	-0.422920	0.415469
0.717442	-1.053102	-0.654769
-0.777906	0.647755	-0.296348
0.315986	-0.317628	-1.496919
1.406535	1.768992	-0.904834
0.401125	1.510582	-0.404182
0.929660	0.164010	-0.725798
-1.605802	-0.282764	-0.866485
0.661536	1.152166	-0.421847
2.138502	-1.146508	-0.942666
0.541139	0.673699	1.341884
-1.540877	-0.669113	-0.988435
-0.203143	-0.400323	1.817943
-0.499965	-0.671802	-0.374437
0.383024	0.575629	-1.451741
0.412035	-0.778094	-0.618682
0.405493	-1.063561	0.934501
-0.363781	0.552978	1.055929
-0.599272	-0.423429	0.160227
-0.589589	0.361587	0.287400
0.853541	-0.351889	0.632906
-1.853008	0.269541	-1.459042
-0.207303	-2.564449	-0.581710
0.270378	0.465864	-1.830149
-0.652771	1.853561	-0.449103
0.477227	1.039289	0.949275
-0.071320	0.910897	0.717441
-0.938301	-0.239731	2.287829
0.161364	0.180998	0.166728
-0.268183	0.244250	-2.156491
-0.409873	0.096393	1.689399
-0.711323	-0.830468	1.282281
0.061445	-0.352252	-0.582631
-1.846129	-0.174775	0.222614
-0.398333	-0.480653	0.779451
-0.543548	0.836837	0.384707
-0.911899	2.538349	0.696367
0.652699	-1.323334	-0.112716
-0.734271	0.128340	-0.038824
0.540633	-1.442379	0.088089
0.975841	1.302508	-0.789656
-0.156870	1.409912	1.422961
0.277799	-1.662543	0.006332
0.639517	1.943684	0.686481
-0.080978	-1.084698	-0.854934
0.540870	0.226819	-1.075235
-1.262565	1.098929	-0.090967
1.110424	0.147189	-0.252772
-0.989563	2.295666	1.194824
-1.828836	2.752558	0.606064
1.384499	0.138318	0.540514
-0.062727	-1.907066	-1.444939
0.448921	-0.364993	-0.967694
-0.363258	-0.848110	0.202051
-1.020583	-0.764753	-0.347878
-3.072989	-1.127695	1.290088
0.626279	0.078189	1.341154
-0.286685	2.106630	-0.580798
-0.197343	-0.715847	0.875136
0.405605	-0.280516	1.395450
